,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
13,Mahmudi,@mahmoedi_ahmad,2021-05-26T12:03:30.000Z,"Replying to 
@DKIJakarta","Grafiknya sekalian dong min, biar ngga buka2 situsnya lagi.
@aniesbaswedan
 
@ArizaPatria
 
@dinkesJKT",,,,,[],https://twitter.com/mahmoedi_ahmad/status/1397523787931783169
14,Pemprov DKI Jakarta,@DKIJakarta,2021-05-26T12:01:47.000Z,"(2/2) Jalankan terus protokol kesehatan 5M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga jarak bila harus keluar rumah. Sering cuci tangan dgn sabun. Ingatkan sesama warga.
#JagaJakarta #HadapiBersama #COVID19 #PSBBJakarta #PPKM",,,3,3,9,"['https://pbs.twimg.com/media/E2UAD7BVkAEwyxm?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2UAEtJUcAkNKg1?format=jpg&name=360x360']",https://twitter.com/DKIJakarta/status/1397523355671007233
15,善良な人,@CLenggi,2021-05-26T11:47:56.000Z,"@DKIJakarta
 saat ini dikawasan saya lebih tepatnya disepanjang jalan masjid al ma'ruf duren sawit jaktim sedang ada kegiatan pasar malam, ramai, tanpa jaga jarak dan masker entah covid disini sudah tidak ada sepertinya warga disini sangat abai dan tidak peduli",,,1,,,['https://pbs.twimg.com/media/E2T86lkVoAIO5QB?format=jpg&name=medium'],https://twitter.com/CLenggi/status/1397519871194271749
16,RinduBali,@denfara1,2021-05-26T11:32:11.000Z,"Replying to 
@DKIJakarta","Min, Nih nomor aktif tidak sih?",,1,,,[],https://twitter.com/denfara1/status/1397515906012483590
17,Putera Mulia,@RianHandrijoko,2021-05-26T11:16:28.000Z,"Replying to 
@DKIJakarta
 @Disdik_DKI
 and 2 others","Infonya ngalor ngidul, tgl 24 mei - 4 juni utk pra pendaftaran yg mau sekolah di dki tapi KK luar dki (terutama) ada 2 hal lain. Yg sdh sekolah di dki dan kk dki nanti pendaftarannya mulai tgl 7.",,1,,1,[],https://twitter.com/RianHandrijoko/status/1397511953057124355
18,aaaa,@ArAkifa,2021-05-26T10:48:04.000Z,"Replying to 
@DKIJakarta",Terima kasih,,,,,[],https://twitter.com/ArAkifa/status/1397504806747398145
19,nisamrw,@nisanichan,2021-05-26T10:35:03.000Z,"Replying to 
@DKIJakarta","Alamat : Jl. Arteri Kedoya Selatan Kebon Jeruk Jakarta Barat RW 01 11520
Patokan: sepanjang jalan tersebut trotoar naik, turun, dan  berlubang, menjadi pedestrian di situ rasanya seperti hiking. Kalau yang kabel menjuntai ada di setelah ruko citta graha arah green garden",,1,,,[],https://twitter.com/nisanichan/status/1397501529205075969
20,pakhaw,@mintarjaloe,2021-05-26T10:21:39.000Z,"@DKIJakarta
  tolong ditertibkan pedagang berdagang di atas trotoar di jalan tenggiri tg. Priok dan mengurangi bahu jalan sehingga membahayakan kendaraan bermotor yang melintas","The following media includes potentially sensitive content. Change settings
View",,1,,,[],https://twitter.com/mintarjaloe/status/1397498155109781507
21,CallMe Aki,@Aki84628057,2021-05-26T10:17:23.000Z,"Replying to 
@DKIJakarta
 and 
@27Jeriva",,😂,,,,[],https://twitter.com/Aki84628057/status/1397497083674779651
22,heru purnomo,@herupurnom0,2021-05-26T09:52:49.000Z,"Replying to 
@DKIJakarta
 @Disdik_DKI
 and 2 others","Ini yang pra pendaftaran diperuntukan olah siapa?
Apakah lulusan 2021?
Apakah warga DKI dan KK DKI pindahan?
Bagaimana yg lulusan tahun 2021 dgn KK DKI sejak belasan tahun, apakah ikut pra pendaftaran juga?",,3,,,[],https://twitter.com/herupurnom0/status/1397490900146683909
23,aris taufiq,@taufiqaris,2021-05-26T08:50:41.000Z,"Replying to 
@DKIJakarta
 and 
@27Jeriva",Wkwk,,,,,[],https://twitter.com/taufiqaris/status/1397475262443360258
24,R Ali Tophaan,@Altops,2021-05-26T07:04:41.000Z,"@DKIJakarta
 @PPDBDKI1
  @aniesbaswedan
  hotline nomer2 duanya berkali2 dihub nada sambung saja tdk ada yg jawab tlp gsm tidak bisa di telp, di sms tidak ada yang jawab ?? tng sms dijawab dan telpnya diaktifkan dong",,,1,,,[],https://twitter.com/Altops/status/1397448590054752258
25,yaz_,@vastradiant,2021-05-26T06:11:34.000Z,"@DKIJakarta
 min ini kenapa ya? Sebenernya bisa dipakai apa engga sih sistemnya?",,,1,,,['https://pbs.twimg.com/media/E2Sv6_KVIAA3v3J?format=jpg&name=small'],https://twitter.com/vastradiant/status/1397435221088247811
26,Bang Ian,@om_patilele,2021-05-26T05:50:35.000Z,"@DKIJakarta
 @KotaJaksel
 @aniesbaswedan
 informasi antrean gerobak sampah menunggu truk di TPSS DPR Kalibata tgl 26.05.21 (truknya kurang)",,,1,,,['https://pbs.twimg.com/ext_tw_video_thumb/1397429627732193280/pu/img/cjKDo7N1SZG9FBXr.jpg'],https://twitter.com/om_patilele/status/1397429939213725703
27,XZA Shop,@XZAshop,2021-05-26T04:05:17.000Z,"@DKIJakarta
 kapan pemutihan pajak motor mobil min.. thn 2021",,,,,,[],https://twitter.com/XZAshop/status/1397403442616827911
28,Sarjito,@Sarjito_klaten,2021-05-26T01:28:12.000Z,"Replying to 
@DKIJakarta",All the best,,,,,[],https://twitter.com/Sarjito_klaten/status/1397363911440015361
29,G,@_jabangtutuko_,2021-05-26T01:07:31.000Z,"@DKIJakarta
 nasibmu kini... ","Denny siregar
@Dennysiregar7
 · May 25
Hehe @DKIJakarta kacau balau. Orangnya banyak, gada yg bisa kerja.. 

https://megapolitan.kompas.com/read/2021/05/25/16350561/kontroversi-tgupp-era-anies-jumlah-anggota-membengkak-dan-digaji?utm_source=dlvr.it&utm_medium=facebook…",🤦 😁,,,,['https://pbs.twimg.com/profile_images/1360953283481800705/w3aES-Id_mini.jpg'],https://twitter.com/_jabangtutuko_/status/1397358705293897731
30,10,@MVK_1225,2021-05-27T22:20:45.000Z,"Replying to 
@DKIJakarta","Ini kynya cuma gimmick doank ya? Biar klihatan ditangani. Pdl sampai skrg jg gak berubah. Angkot ngetem dijagain preman"" yg disetori duit oleh angkot itu 
@DishubDKI_JKT
 
@DKIJakarta
 
@TMCPoldaMetro
 
@DivHumas_Polri
 
@aniesbaswedan",🙄 🙄 🙄,1,,,[],https://twitter.com/MVK_1225/status/1398041512613617670
31,jolma sikam,@djoenbaela,2021-05-27T22:09:42.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Juara mewarnai,,,,,[],https://twitter.com/djoenbaela/status/1398038729818710019
32,𝓜𝓲𝓻𝓪 𝓘𝓼𝓵𝓪𝓶𝓲,@miraislami_,2021-05-27T20:25:41.000Z,"Replying to 
@DKIJakarta",Alamat lengkap : exit tol lingkar luar cakung barat,,,,,[],https://twitter.com/miraislami_/status/1398012554102796290
33,·,@tonnytoon,2021-05-27T19:13:20.000Z,"Replying to 
@DKIJakarta",Dan ini berlangsung hampir tiap hari sejak seblm bln Ramadhan. Dan pagi ini anak2 muda tsb memang tidak tampak krn mungkin takut krn tadi petugas2 datang ke lokasi. Entah di hari-hari ke depan. Nanti akan sy pantau lg. Trm kasih,🇨 🇲 🇴 🇳 🇲 🇴 🇻 🇪 🇴 🇳,,,,[],https://twitter.com/tonnytoon/status/1397994345907716097
34,·,@tonnytoon,2021-05-27T19:13:09.000Z,"Replying to 
@DKIJakarta","Mohon maaf, saya pantau prosesnya, petugas datang ke lokasi pk 22:45 dan mendapati nihil. Ya jelas lah blm apa2. Seperti sy utarakan, anak2 muda tsb berkumpul mulai tengah malam (sesudah semua warung makan tutup termasuk Bakso Ocha). Tengah malam ya berarti pk 00:00 ke atas.",🇨 🇲 🇴 🇳 🇲 🇴 🇻 🇪 🇴 🇳,,,,[],https://twitter.com/tonnytoon/status/1397994301255081984
35,KacungCinta,@SangarjunaCool,2021-05-27T17:41:25.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Jgn lupa Pasang lampu dan cctv di lorong JPO nya min,💘,,,,[],https://twitter.com/SangarjunaCool/status/1397971215805947905
36,panji manusia milenial,@Pandji_LFC,2021-05-27T16:28:41.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others","Keren bgt nih hasil akhir jpo nya.. 
Gw bilang gini karna melihat progres pembangunan nya dr awal sampe akhir salut buat pemprov DKI Jakarta. Dan semoga konsep2 yg unik di DKI bisa di contoh kota2 lain terutama di jabodetabek. 

Dan 1 lg kayaknya ada yg kepanasan nih.. Wkkwkwk",,,,1,[],https://twitter.com/Pandji_LFC/status/1397952911485771781
37,Toriqotul Khasanah,@ToriqotulK,2021-05-27T16:27:51.000Z,"Replying to 
@DKIJakarta
 and 
@lachimolalaajm","Min, untuk point nomor 4, anak saya baru terdata di dukcapil per Oktober 2021 karna data sebelumnya tidak valid. Jadi tidak bisa mendaftar untuk tahun ini?sementara umur sudah cukup",,,,,[],https://twitter.com/ToriqotulK/status/1397952703628668933
38,abdul majid,@majid9198,2021-05-27T15:15:19.000Z,"Replying to 
@DKIJakarta",Ribet banget loe,,,,,[],https://twitter.com/majid9198/status/1397934447106789381
39,HBisnis,@bisnis_h,2021-05-27T15:06:36.000Z,"@DKIJakarta
 @aniesbaswedan
 @ArizaPatria
  semoga ada solusinya segera, kami siap bantu. ","detikcom
@detikcom
 · 14h
#Foto Beberapa ruas jalan di Muara Baru, Jakarta Utara, terendam banjir rob imbas dari gerhana bulan total, Rabu (26/5) malam. Beginilah potret banjir rob di Jakarta:

Baca beritanya di http://detik.id/VRw2te
Foto: Rifkianto Nugroho/detikcom",🙏 🙏,,,,"['https://pbs.twimg.com/profile_images/1264950036242161668/9SENXt8V_mini.jpg', 'https://pbs.twimg.com/media/E2ZwiWmVkAMZDRX?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2ZwitSVkAc-1rn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2ZwihqVcAIBjD6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2Zwi5IUUAcPo2G?format=jpg&name=360x360']",https://twitter.com/bisnis_h/status/1397932255360606215
40,Diaz__71,@deas_fp,2021-05-27T14:13:31.000Z,"@DKIJakarta
 ibukota negara dgn segala macam fasilitasnya mendapat nilai E penangana COVID ..

Dan 
@dprddkijakarta
diam
 https://news.detik.com/berita/d-5584833/dki-dapat-nilai-e-soal-pengendalian-covid-wagub-singgung-pasien-sembuh-naik…

DKI Jakarta mendapar nilai E terkait pengendalian Corona. Wagub DKI Jakarta menyinggung angka kesembuhan pasien Corona di Jakarta naik.","DKI Dapat Nilai E soal Pengendalian COVID, Wagub Singgung Pasien Sembuh Naik
DKI Jakarta mendapar nilai E terkait pengendalian Corona. Gabud DKI Jakarta menyinggung angka kesembuhan pasien Corona di Jakarta naik.
news.detik.com",,,,,['https://pbs.twimg.com/card_img/1396668685809438721/lCAaAsEO?format=jpg&name=small'],https://twitter.com/deas_fp/status/1397918893826449411
41,nugie,@pnugroho28,2021-05-27T13:59:59.000Z,"@DKIJakarta
 adalah daerah khusus ibukota negara, tetapi dalam hal pengendalian pandemi Covid-19 terburuk di Indonesia dengan skor E

Apakah ada sangsi jika skor E (merujuk KPI reward & punishment methods)?
@satgascovid19id
@KemenkesRI
@kemendagri
@jokowi","Pengendalian Pandemi Corona di DKI Dapat Skor E, Terburuk di Indonesia
Wakil Menteri Kesehatan RI dr Dante Saksono Harbuwono mengatakan pengendalian pandemi COVID-19 di DKI Jakarta masuk dalam kategori yang buruk.
health.detik.com",,,3,6,['https://pbs.twimg.com/card_img/1395427399056216071/KO869HAg?format=jpg&name=small'],https://twitter.com/pnugroho28/status/1397915489544794116
42,toramasaro,@toramasaro,2021-05-27T13:47:17.000Z,"Replying to 
@DKIJakarta","Apa commentnya nih pak 
@aniesbaswedan
, DKI dapat nilai E dari Depkes. Jadi nggak perlu diperlihatkan jumlah test dan prosentasenya karena aktualnya menurut Depkes tracing di Jakarta tidak terlalu baik...",,,,,[],https://twitter.com/toramasaro/status/1397912295368388624
43,satria,@nrsatria_,2021-05-27T12:56:17.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Maaf yg lenteng agung JPO nya belom jadi,,,,,[],https://twitter.com/nrsatria_/status/1397899460391276548
44,rizky_Oi,@rizkynuramal,2021-05-27T12:53:24.000Z,"Replying to 
@DKIJakarta
 @aniesbaswedan
 and 2 others","Gimana ini woi pantesan buruk.gaberner nya sibuk nyapres smp tdr aj d makam.dasar ASU 
https://health.detik.com/berita-detikhealth/d-5584365/pengendalian-pandemi-corona-di-dki-dapat-skor-e-terburuk-di-indonesia?utm_campaign=detikcomsocmed&utm_content=… detikhealth&utm_medium=oa&utm_source=Twitter&utm_term=echobox#Echobox=1622118855-2",🙊 🤟,,,,['https://pbs.twimg.com/card_img/1395427399056216071/KO869HAg?format=jpg&name=small'],https://twitter.com/rizkynuramal/status/1397898735682654210
45,Aktivis Gelanggang,@BangsaGuru,2021-05-27T12:33:08.000Z,"Replying to 
@DKIJakarta","Apapun digunakan untuk ""Mentungi Anies"" meski oleh pemimpin dunia dianggap terbaik. Sing Becik Ketitik Sing Ala Ketara 
https://youtu.be/SE_jDc4_0go",,,,,['https://pbs.twimg.com/media/E2ZQ2ddUcAQATk5?format=jpg&name=360x360'],https://twitter.com/BangsaGuru/status/1397893633328652301
46,jaka kelana,@koecing_pasar,2021-05-27T12:08:56.000Z,"@DKIJakarta
@aniesbaswedan
@SuaraAnies","The following media includes potentially sensitive content. Change settings
View",👣,,,,[],https://twitter.com/koecing_pasar/status/1397887545048961024
47,Ari Rido,@AriRido4,2021-05-27T12:03:31.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others","KEREEEEENNNNN Top banget dah 
@aniesbaswedan
, terima kasih juga buat instansi2 terkait good working ",👍 👍,,,,[],https://twitter.com/AriRido4/status/1397886178645266437
48,araaa,@hitaratu,2021-05-27T11:52:54.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others","bulan lalu lewat sini naik gojek, emg bagus banget. kaget ternyata ada jponya, pengen coba jadinya",,,,,[],https://twitter.com/hitaratu/status/1397883506454265872
49,Marten #BEJO,@martinuslukas,2021-05-27T11:50:03.000Z,"@DKIJakarta
 setiap pagi jam brgkt ktr macet gara2 angkot pd ngetem di jpo halte TJ ato non TJ.contoh halte taman kota mengarah ke grogol.tiap pagi jam 7.30 mct panjang gara2 angkot ngetem.dan ngetem di indomaret setelah halte tsb.di sana ada gang indomaret keluar msk mbl jg.",,,1,,,[],https://twitter.com/martinuslukas/status/1397882792898297863
50,Rahmat,@Rahmat82020024,2021-05-27T10:20:24.000Z,"Replying to 
@DKIJakarta","""Yth.

Mohon dilengkapi data di bawah ini untuk memudahkan petugas dalam menindaklanjuti laporan: 

Alamat Lengkap:jl.Gunawarman kel. Rawa Barat kebayoran baru Jakarta selatan
Patokan Lokasi Laporan:toko gunawarman tidak jauh dari Puskesmas rawa Barat kebayoran baru Jaksel",,1,,,[],https://twitter.com/Rahmat82020024/status/1397860232101974016
51,Ry24na,@ry24na,2021-05-27T10:03:28.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Maaf kog....warnanya begono ya....,,,,,[],https://twitter.com/ry24na/status/1397855967375609857
52,Rommy.Tea,@Rommy_Tjahja,2021-05-27T09:51:47.000Z,"Replying to 
@DKIJakarta","Lampu jalan mati...
Lokasi : Jalan Penyelesaian Tomang IV, blok 10, jalan Ulin
RT.008 RW.010
Meruya Utara, Kembangan, Jakarta Barat
Patokannya... seberang Apartemen The Nest..",,1,,,['https://pbs.twimg.com/media/E2Yr4UCVkAEM4bX?format=jpg&name=small'],https://twitter.com/Rommy_Tjahja/status/1397853029571842054
53,ZULFIKADRUN,@puyang0007,2021-05-27T09:47:39.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Kirain di singapur.hh,,,,,[],https://twitter.com/puyang0007/status/1397851988537184258
54,shohibul anwar,@shohibulanwar7,2021-05-27T08:59:18.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Good,,,,,[],https://twitter.com/shohibulanwar7/status/1397839820714434567
55,Oerang_BanteN,@mierthea78,2021-05-27T08:54:02.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others","Pengen banget Pemprop Jakarta menengok kekabupaten Lebak Banten 
Merintis kerjasama 
Karana ada jutaan warga Lebak yang ikut berperan dalam putaran ekonomi Jakarta 

CC bang 
@aniesbaswedan",🤭 🤭 🙏 🙏 🙏,,1,2,[],https://twitter.com/mierthea78/status/1397838495834468355
56,Indra Yunaidi,@yunaidi_indra,2021-05-27T08:49:39.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Kok keren sih? ,😁,,,,[],https://twitter.com/yunaidi_indra/status/1397837391566495747
57,3deb1nsaf,@Raffa0870,2021-05-27T08:48:36.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others"," 
Lanjutkan ... !!!",👍 👍 👍,,,,[],https://twitter.com/Raffa0870/status/1397837126188732420
58,"Dharul Fitrah, SE",@DharulSe,2021-05-27T08:47:48.000Z,"Replying to 
@DKIJakarta","@aniesbaswedan
 @ArizaPatria
 @PemdaDKIJakarta
 @SatpolPP_DKI
 @satgascovid19id
 
Insha Allah Pandemi Covid-19 khususnya di wilayah DKI Jakarta bisa ditekan & dikendallikan shgg SUKSES utk pasca Lebaran Ied Fitri yg ke 2 selama masa pandemi covid-19 ini & Allah SWT angkat pandemi ini!",,,,1,[],https://twitter.com/DharulSe/status/1397836926422372357
59,nicky,@ruly_nickyharta,2021-05-27T08:38:16.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Ko seperti lambang lgbt??dan tumben ga ada yg protes +demo??,🤭 🤭 🤭,1,,,[],https://twitter.com/ruly_nickyharta/status/1397834528803069953
60,IAP,@14prhst,2021-05-27T08:10:43.000Z,"@DKIJakarta
 halo saya cuma pengen update NIK anak saya buat daftar BPJS kok gak ada tanggapan ya dari 
@dukcapiljakarta
 , udah hubungi via WA dan email ke beberapa nomer yg ada juga blm ada balasan.",,,1,,,[],https://twitter.com/14prhst/status/1397827593630408704
61,𝐉𝐚𝐜𝐤𝐢𝐞 #Caitlyn4Cali‍,@DogeLuver69,2021-05-27T08:04:53.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others","Wah, jadi keren gini LA??",❤ 🔥,,,,[],https://twitter.com/DogeLuver69/status/1397826127859576832
62,IDE Bagus,@IdeBagus_store,2021-05-27T07:51:20.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others","Dari pada diCat begitu yang pasti tidak akan bertahan lama

Lebih baik dibuat taman saja
jadi lebih Indah segar menyejukan dan tahan lama

sumber img : Pinterest

cc : 
@aniesbaswedan
 
@ArizaPatria
 
@BinaMargaDKI",,1,,3,"['https://pbs.twimg.com/media/E2YQVo_VoAcutxL?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YQWblUcAcW5RI?format=jpg&name=small', 'https://pbs.twimg.com/media/E2YQWD7VoAAWv8I?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2YQWlWVcAMR_Q2?format=jpg&name=240x240']",https://twitter.com/IdeBagus_store/status/1397822716456050691
63,Fitri Antoni,@FitriAntoni,2021-05-27T07:48:21.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Yeaayy  the beginning,,,,,[],https://twitter.com/FitriAntoni/status/1397821966426415114
64,Arnold Mamesah MA,@arnold5508,2021-05-27T07:45:03.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others","Sesuai slogan Gubernur 
@aniesbaswedan
 : Maju Kotanya Bahagia Warganya ... satu-satunya kota besar di dunia yang mengangkat hal Membahagiakan Warganya",,,,,[],https://twitter.com/arnold5508/status/1397821134305853440
65,Sam Rizal,@Sam_Rizal,2021-05-27T07:42:13.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Itu pelanginya bukan pelangi LGBT kan?,,,,1,[],https://twitter.com/Sam_Rizal/status/1397820421710385155
66,Koja,@kontlobaja,2021-05-27T06:59:22.000Z,"Replying to 
@DKIJakarta
 @aniesbaswedan
 and 7 others","Enté suruh LURAH dan staff nya keliling lah, JOGLO seberapa luas sih, tinggal cari di mana yang ada ALFAMART nya,

turun lapangan dong,
blusukan,
lihat situasi RIIL",,,,,[],https://twitter.com/kontlobaja/status/1397809637068468225
67,Koni Sumantri,@kosumantri,2021-05-27T06:19:03.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Smoga tetap terjaga keindahannya,,,,,[],https://twitter.com/kosumantri/status/1397799491298676737
68,Sumarih Komandan,@SumarihKomandan,2021-05-27T06:14:35.000Z,"Replying to 
@DKIJakarta
 @BinaMargaDKI
 and 2 others",Keren,,,,,[],https://twitter.com/SumarihKomandan/status/1397798367351033859
69,Haikal Aji Salam,@HaikalASalam,2021-05-27T06:13:33.000Z,"Replying to 
@DKIJakarta","Saya sudah membuat laporan via DM sejak awal April...tp mentok di 
@Disnaketransdki
... dr 
@PT_Transjakarta
 pun tidak ada Respon sampai saat ini,jangankan memberikan Hak saya,Mengabari saya pun tidak...",,1,,,['https://pbs.twimg.com/media/E2X59wfVgAItlR8?format=jpg&name=900x900'],https://twitter.com/HaikalASalam/status/1397798107627220992
70,arifin sinuhaji,@arifinsinuhaji,2021-05-27T05:44:47.000Z,"@DKIJakarta
 siang Admin YTH. mohon info. Diatur dmn perihal SPPT pbb 2021 secara elektronik? Apakah benar di pergub Dki No. 23 thn 2021? Dmn bisa diakses aturan tersebut? Trimakash",,,1,,,[],https://twitter.com/arifinsinuhaji/status/1397790867654529024
71,Hazel,@Hazel13857916,2021-05-27T05:23:36.000Z,"@DKIJakarta
 @aniesbaswedan
  @manggaduamall
  
Sebagai pengunjung setia di mangga dua mall dan harcomas merasa kecewa , pak gubernur gak dianggap disini , asap rokok bikin kita yg bermasker makin susah bernapas .",,,,,,['https://pbs.twimg.com/media/E2XuiW_UUAQeGrI?format=jpg&name=small'],https://twitter.com/Hazel13857916/status/1397785536660602882
72,yohanes bm,@yohanesomi,2021-05-27T04:26:37.000Z,"Replying to 
@DKIJakarta",sudah dm ya,,,,,[],https://twitter.com/yohanesomi/status/1397771195580239875
73,tukang ukur ngaspal jabidetabek,@grabgaul,2021-05-27T03:16:22.000Z,"Replying to 
@DKIJakarta",Baik min ,👍,,,,[],https://twitter.com/grabgaul/status/1397753518199504898
74,Emaknye Jagoan keren,@Leha_Ajjah,2021-05-27T03:11:07.000Z,"Replying to 
@DKIJakarta",cuma pke kuota. tak pake pulsa saia. ngirit miiin...,,,,,[],https://twitter.com/Leha_Ajjah/status/1397752199195758596
75,Andresuas,@andreaviolitaa,2021-05-27T02:06:34.000Z,"Replying to 
@DKIJakarta","Jadi tanpa jawaban ya min? Eskalasi dll tidak ada?
Jadi bagaimana pak 
@aniesbaswedan
 saya warga DKI butuh info pasti pak. Websitenya lost, usaha ke twitter, tanpa jawaban pak ujung2nya. Padahal saya cuma minta info untuk pemutihan pajak mobil pak.",,,,,[],https://twitter.com/andreaviolitaa/status/1397735952722714627
